# #(c) Patrick Heenan 
# #Extension (nm),	Extension (pN),	Count (N)
# 
4.5461064720e+01,-8.3294949341e+00,9.4280000000e+03
4.5658721523e+01,-8.3294949341e+00,7.9560000000e+03
4.5856378326e+01,-8.3294949341e+00,1.1191000000e+04
4.6054035130e+01,-8.3294949341e+00,9.6240000000e+03
4.6251691933e+01,-8.3294949341e+00,8.3350000000e+03
4.6449348736e+01,-8.3294949341e+00,1.0908000000e+04
4.6647005539e+01,-8.3294949341e+00,9.9710000000e+03
4.6844662342e+01,-8.3294949341e+00,1.0170000000e+04
4.7042319145e+01,-8.3294949341e+00,1.1664000000e+04
4.7239975948e+01,-8.3294949341e+00,1.1305000000e+04
4.7437632751e+01,-8.3294949341e+00,1.0824000000e+04
4.7635289555e+01,-8.3294949341e+00,1.1621000000e+04
4.7832946358e+01,-8.3294949341e+00,1.1927000000e+04
4.8030603161e+01,-8.3294949341e+00,1.2590000000e+04
4.8228259964e+01,-8.3294949341e+00,1.1347000000e+04
4.8425916767e+01,-8.3294949341e+00,1.1857000000e+04
4.8623573570e+01,-8.3294949341e+00,1.2419000000e+04
4.8821230373e+01,-8.3294949341e+00,9.4280000000e+03
4.9018887177e+01,-8.3294949341e+00,1.2854000000e+04
4.9216543980e+01,-8.3294949341e+00,1.4083000000e+04
4.9414200783e+01,-8.3294949341e+00,1.1691000000e+04
4.9611857586e+01,-8.3294949341e+00,1.3902000000e+04
4.9809514389e+01,-8.3294949341e+00,1.3561000000e+04
5.0007171192e+01,-8.3294949341e+00,1.4569000000e+04
5.0204827995e+01,-8.3294949341e+00,1.3511000000e+04
5.0402484798e+01,-8.3294949341e+00,1.3447000000e+04
5.0600141602e+01,-8.3294949341e+00,1.3158000000e+04
5.0797798405e+01,-8.3294949341e+00,1.4717000000e+04
5.0995455208e+01,-8.3294949341e+00,1.4210000000e+04
5.1193112011e+01,-8.3294949341e+00,1.5085000000e+04
5.1390768814e+01,-8.3294949341e+00,1.2974000000e+04
5.1588425617e+01,-8.3294949341e+00,1.5125000000e+04
5.1786082420e+01,-8.3294949341e+00,1.4336000000e+04
5.1983739223e+01,-8.3294949341e+00,1.4093000000e+04
5.2181396027e+01,-8.3294949341e+00,1.0413000000e+04
5.2379052830e+01,-8.3294949341e+00,1.2189000000e+04
5.2576709633e+01,-8.3294949341e+00,1.2328000000e+04
5.2774366436e+01,-8.3294949341e+00,9.6670000000e+03
5.2972023239e+01,-8.3294949341e+00,1.1030000000e+04
5.3169680042e+01,-8.3294949341e+00,9.1310000000e+03
5.3367336845e+01,-8.3294949341e+00,9.2660000000e+03
5.3564993649e+01,-8.3294949341e+00,7.9560000000e+03
5.3762650452e+01,-8.3294949341e+00,9.3430000000e+03
5.3960307255e+01,-8.3294949341e+00,7.5840000000e+03
5.4157964058e+01,-8.3294949341e+00,6.4510000000e+03
5.4355620861e+01,-8.3294949341e+00,7.1910000000e+03
5.4553277664e+01,-8.3294949341e+00,6.7110000000e+03
5.4750934467e+01,-8.3294949341e+00,7.1030000000e+03
5.4948591270e+01,-8.3294949341e+00,5.7540000000e+03
5.5146248074e+01,-8.3294949341e+00,4.2330000000e+03
5.5343904877e+01,-8.3294949341e+00,4.4190000000e+03
5.5541561680e+01,-8.3294949341e+00,3.8210000000e+03
5.5739218483e+01,-8.3294949341e+00,4.0770000000e+03
5.5936875286e+01,-8.3294949341e+00,3.5610000000e+03
5.6134532089e+01,-8.3294949341e+00,3.9060000000e+03
5.6332188892e+01,-8.3294949341e+00,2.8460000000e+03
5.6529845695e+01,-8.3294949341e+00,2.2630000000e+03
5.6727502499e+01,-8.3294949341e+00,2.4550000000e+03
5.6925159302e+01,-8.3294949341e+00,1.5290000000e+03
5.7122816105e+01,-8.3294949341e+00,1.7020000000e+03
5.7320472908e+01,-8.3294949341e+00,9.5500000000e+02
5.7518129711e+01,-8.3294949341e+00,1.1030000000e+03
5.7715786514e+01,-8.3294949341e+00,1.0970000000e+03
5.7913443317e+01,-8.3294949341e+00,1.0220000000e+03
5.8111100121e+01,-8.3294949341e+00,8.4700000000e+02
5.8308756924e+01,-8.3294949341e+00,6.1300000000e+02
5.8506413727e+01,-8.3294949341e+00,2.9700000000e+02
5.8704070530e+01,-8.3294949341e+00,4.0700000000e+02
5.8901727333e+01,-8.3294949341e+00,7.0600000000e+02
5.9099384136e+01,-8.3294949341e+00,1.0400000000e+02
0.0000000000e+00,-6.1602768421e+00,0.0000000000e+00
1.9765680313e-01,-6.1602768421e+00,0.0000000000e+00
3.9531360626e-01,-6.1602768421e+00,0.0000000000e+00
5.9297040939e-01,-6.1602768421e+00,0.0000000000e+00
7.9062721252e-01,-6.1602768421e+00,0.0000000000e+00
9.8828401566e-01,-6.1602768421e+00,0.0000000000e+00
1.1859408188e+00,-6.1602768421e+00,0.0000000000e+00
1.3835976219e+00,-6.1602768421e+00,0.0000000000e+00
1.5812544250e+00,-6.1602768421e+00,0.0000000000e+00
1.7789112282e+00,-6.1602768421e+00,0.0000000000e+00
1.9765680313e+00,-6.1602768421e+00,0.0000000000e+00
2.1742248344e+00,-6.1602768421e+00,0.0000000000e+00
2.3718816376e+00,-6.1602768421e+00,0.0000000000e+00
2.5695384407e+00,-6.1602768421e+00,0.0000000000e+00
2.7671952438e+00,-6.1602768421e+00,0.0000000000e+00
2.9648520470e+00,-6.1602768421e+00,0.0000000000e+00
3.1625088501e+00,-6.1602768421e+00,0.0000000000e+00
3.3601656532e+00,-6.1602768421e+00,0.0000000000e+00
3.5578224564e+00,-6.1602768421e+00,0.0000000000e+00
3.7554792595e+00,-6.1602768421e+00,0.0000000000e+00
3.9531360626e+00,-6.1602768421e+00,0.0000000000e+00
4.1507928658e+00,-6.1602768421e+00,0.0000000000e+00
4.3484496689e+00,-6.1602768421e+00,0.0000000000e+00
4.5461064720e+00,-6.1602768421e+00,0.0000000000e+00
4.7437632751e+00,-6.1602768421e+00,0.0000000000e+00
4.9414200783e+00,-6.1602768421e+00,0.0000000000e+00
5.1390768814e+00,-6.1602768421e+00,0.0000000000e+00
5.3367336845e+00,-6.1602768421e+00,0.0000000000e+00
5.5343904877e+00,-6.1602768421e+00,0.0000000000e+00
5.7320472908e+00,-6.1602768421e+00,0.0000000000e+00
5.9297040939e+00,-6.1602768421e+00,0.0000000000e+00
6.1273608971e+00,-6.1602768421e+00,0.0000000000e+00
6.3250177002e+00,-6.1602768421e+00,0.0000000000e+00
6.5226745033e+00,-6.1602768421e+00,0.0000000000e+00
6.7203313065e+00,-6.1602768421e+00,0.0000000000e+00
6.9179881096e+00,-6.1602768421e+00,0.0000000000e+00
7.1156449127e+00,-6.1602768421e+00,0.0000000000e+00
7.3133017159e+00,-6.1602768421e+00,0.0000000000e+00
7.5109585190e+00,-6.1602768421e+00,0.0000000000e+00
7.7086153221e+00,-6.1602768421e+00,4.3000000000e+01
7.9062721252e+00,-6.1602768421e+00,8.0000000000e+00
8.1039289284e+00,-6.1602768421e+00,0.0000000000e+00
8.3015857315e+00,-6.1602768421e+00,0.0000000000e+00
8.4992425346e+00,-6.1602768421e+00,0.0000000000e+00
8.6968993378e+00,-6.1602768421e+00,0.0000000000e+00
8.8945561409e+00,-6.1602768421e+00,1.9400000000e+02
9.0922129440e+00,-6.1602768421e+00,1.5000000000e+01
9.2898697472e+00,-6.1602768421e+00,1.6000000000e+01
9.4875265503e+00,-6.1602768421e+00,7.8000000000e+01
9.6851833534e+00,-6.1602768421e+00,1.2500000000e+02
9.8828401566e+00,-6.1602768421e+00,8.4000000000e+01
1.0080496960e+01,-6.1602768421e+00,1.4900000000e+02
1.0278153763e+01,-6.1602768421e+00,2.3500000000e+02
1.0475810566e+01,-6.1602768421e+00,6.3000000000e+01
1.0673467369e+01,-6.1602768421e+00,0.0000000000e+00
1.0871124172e+01,-6.1602768421e+00,2.5000000000e+01
1.1068780975e+01,-6.1602768421e+00,0.0000000000e+00
1.1266437778e+01,-6.1602768421e+00,5.9000000000e+01
1.1464094582e+01,-6.1602768421e+00,4.6000000000e+01
1.1661751385e+01,-6.1602768421e+00,1.6900000000e+02
1.1859408188e+01,-6.1602768421e+00,8.6000000000e+01
1.2057064991e+01,-6.1602768421e+00,8.1000000000e+01
1.2254721794e+01,-6.1602768421e+00,8.9000000000e+01
1.2452378597e+01,-6.1602768421e+00,1.0200000000e+02
1.2650035400e+01,-6.1602768421e+00,0.0000000000e+00
1.2847692204e+01,-6.1602768421e+00,1.0000000000e+00
1.3045349007e+01,-6.1602768421e+00,0.0000000000e+00
1.3243005810e+01,-6.1602768421e+00,2.4000000000e+01
1.3440662613e+01,-6.1602768421e+00,5.4000000000e+01
1.3638319416e+01,-6.1602768421e+00,0.0000000000e+00
1.3835976219e+01,-6.1602768421e+00,0.0000000000e+00
1.4033633022e+01,-6.1602768421e+00,0.0000000000e+00
1.4231289825e+01,-6.1602768421e+00,4.0000000000e+01
1.4428946629e+01,-6.1602768421e+00,0.0000000000e+00
1.4626603432e+01,-6.1602768421e+00,0.0000000000e+00
1.4824260235e+01,-6.1602768421e+00,0.0000000000e+00
1.5021917038e+01,-6.1602768421e+00,0.0000000000e+00
1.5219573841e+01,-6.1602768421e+00,0.0000000000e+00
1.5417230644e+01,-6.1602768421e+00,0.0000000000e+00
1.5614887447e+01,-6.1602768421e+00,0.0000000000e+00
1.5812544250e+01,-6.1602768421e+00,0.0000000000e+00
1.6010201054e+01,-6.1602768421e+00,0.0000000000e+00
1.6207857857e+01,-6.1602768421e+00,0.0000000000e+00
1.6405514660e+01,-6.1602768421e+00,0.0000000000e+00
1.6603171463e+01,-6.1602768421e+00,0.0000000000e+00
1.6800828266e+01,-6.1602768421e+00,0.0000000000e+00
1.6998485069e+01,-6.1602768421e+00,0.0000000000e+00
1.7196141872e+01,-6.1602768421e+00,0.0000000000e+00
1.7393798676e+01,-6.1602768421e+00,0.0000000000e+00
1.7591455479e+01,-6.1602768421e+00,0.0000000000e+00
1.7789112282e+01,-6.1602768421e+00,0.0000000000e+00
1.7986769085e+01,-6.1602768421e+00,0.0000000000e+00
1.8184425888e+01,-6.1602768421e+00,0.0000000000e+00
1.8382082691e+01,-6.1602768421e+00,0.0000000000e+00
1.8579739494e+01,-6.1602768421e+00,0.0000000000e+00
1.8777396297e+01,-6.1602768421e+00,0.0000000000e+00
1.8975053101e+01,-6.1602768421e+00,0.0000000000e+00
1.9172709904e+01,-6.1602768421e+00,0.0000000000e+00
1.9370366707e+01,-6.1602768421e+00,0.0000000000e+00
1.9568023510e+01,-6.1602768421e+00,0.0000000000e+00
1.9765680313e+01,-6.1602768421e+00,0.0000000000e+00
1.9963337116e+01,-6.1602768421e+00,0.0000000000e+00
2.0160993919e+01,-6.1602768421e+00,0.0000000000e+00
2.0358650723e+01,-6.1602768421e+00,0.0000000000e+00
2.0556307526e+01,-6.1602768421e+00,0.0000000000e+00
2.0753964329e+01,-6.1602768421e+00,0.0000000000e+00
2.0951621132e+01,-6.1602768421e+00,0.0000000000e+00
2.1149277935e+01,-6.1602768421e+00,0.0000000000e+00
2.1346934738e+01,-6.1602768421e+00,0.0000000000e+00
2.1544591541e+01,-6.1602768421e+00,0.0000000000e+00
2.1742248344e+01,-6.1602768421e+00,0.0000000000e+00
2.1939905148e+01,-6.1602768421e+00,0.0000000000e+00
2.2137561951e+01,-6.1602768421e+00,0.0000000000e+00
2.2335218754e+01,-6.1602768421e+00,0.0000000000e+00
2.2532875557e+01,-6.1602768421e+00,0.0000000000e+00
2.2730532360e+01,-6.1602768421e+00,0.0000000000e+00
2.2928189163e+01,-6.1602768421e+00,0.0000000000e+00
2.3125845966e+01,-6.1602768421e+00,0.0000000000e+00
2.3323502769e+01,-6.1602768421e+00,3.9000000000e+01
2.3521159573e+01,-6.1602768421e+00,7.4000000000e+01
2.3718816376e+01,-6.1602768421e+00,1.6000000000e+01
2.3916473179e+01,-6.1602768421e+00,0.0000000000e+00
2.4114129982e+01,-6.1602768421e+00,0.0000000000e+00
2.4311786785e+01,-6.1602768421e+00,1.0000000000e+01
2.4509443588e+01,-6.1602768421e+00,0.0000000000e+00
2.4707100391e+01,-6.1602768421e+00,0.0000000000e+00
2.4904757195e+01,-6.1602768421e+00,1.2200000000e+02
2.5102413998e+01,-6.1602768421e+00,4.5000000000e+01
2.5300070801e+01,-6.1602768421e+00,5.3000000000e+01
2.5497727604e+01,-6.1602768421e+00,0.0000000000e+00
2.5695384407e+01,-6.1602768421e+00,2.9000000000e+01
2.5893041210e+01,-6.1602768421e+00,0.0000000000e+00
2.6090698013e+01,-6.1602768421e+00,0.0000000000e+00
2.6288354816e+01,-6.1602768421e+00,0.0000000000e+00
2.6486011620e+01,-6.1602768421e+00,2.1000000000e+01
2.6683668423e+01,-6.1602768421e+00,0.0000000000e+00
2.6881325226e+01,-6.1602768421e+00,0.0000000000e+00
2.7078982029e+01,-6.1602768421e+00,0.0000000000e+00
2.7276638832e+01,-6.1602768421e+00,0.0000000000e+00
2.7474295635e+01,-6.1602768421e+00,2.3000000000e+01
2.7671952438e+01,-6.1602768421e+00,0.0000000000e+00
2.7869609241e+01,-6.1602768421e+00,0.0000000000e+00
2.8067266045e+01,-6.1602768421e+00,0.0000000000e+00
2.8264922848e+01,-6.1602768421e+00,0.0000000000e+00
2.8462579651e+01,-6.1602768421e+00,9.0000000000e+00
2.8660236454e+01,-6.1602768421e+00,6.4000000000e+01
2.8857893257e+01,-6.1602768421e+00,0.0000000000e+00
2.9055550060e+01,-6.1602768421e+00,0.0000000000e+00
2.9253206863e+01,-6.1602768421e+00,0.0000000000e+00
2.9450863667e+01,-6.1602768421e+00,0.0000000000e+00
2.9648520470e+01,-6.1602768421e+00,0.0000000000e+00
2.9846177273e+01,-6.1602768421e+00,0.0000000000e+00
3.0043834076e+01,-6.1602768421e+00,0.0000000000e+00
3.0241490879e+01,-6.1602768421e+00,8.0000000000e+00
3.0439147682e+01,-6.1602768421e+00,0.0000000000e+00
3.0636804485e+01,-6.1602768421e+00,0.0000000000e+00
3.0834461288e+01,-6.1602768421e+00,0.0000000000e+00
3.1032118092e+01,-6.1602768421e+00,0.0000000000e+00
3.1229774895e+01,-6.1602768421e+00,0.0000000000e+00
3.1427431698e+01,-6.1602768421e+00,0.0000000000e+00
3.1625088501e+01,-6.1602768421e+00,0.0000000000e+00
3.1822745304e+01,-6.1602768421e+00,0.0000000000e+00
3.2020402107e+01,-6.1602768421e+00,0.0000000000e+00
3.2218058910e+01,-6.1602768421e+00,0.0000000000e+00
3.2415715714e+01,-6.1602768421e+00,0.0000000000e+00
3.2613372517e+01,-6.1602768421e+00,0.0000000000e+00
3.2811029320e+01,-6.1602768421e+00,0.0000000000e+00
3.3008686123e+01,-6.1602768421e+00,0.0000000000e+00
3.3206342926e+01,-6.1602768421e+00,0.0000000000e+00
3.3403999729e+01,-6.1602768421e+00,0.0000000000e+00
3.3601656532e+01,-6.1602768421e+00,0.0000000000e+00
3.3799313335e+01,-6.1602768421e+00,0.0000000000e+00
3.3996970139e+01,-6.1602768421e+00,0.0000000000e+00
3.4194626942e+01,-6.1602768421e+00,0.0000000000e+00
3.4392283745e+01,-6.1602768421e+00,0.0000000000e+00
3.4589940548e+01,-6.1602768421e+00,0.0000000000e+00
3.4787597351e+01,-6.1602768421e+00,0.0000000000e+00
3.4985254154e+01,-6.1602768421e+00,0.0000000000e+00
3.5182910957e+01,-6.1602768421e+00,0.0000000000e+00
3.5380567760e+01,-6.1602768421e+00,0.0000000000e+00
3.5578224564e+01,-6.1602768421e+00,0.0000000000e+00
3.5775881367e+01,-6.1602768421e+00,0.0000000000e+00
3.5973538170e+01,-6.1602768421e+00,0.0000000000e+00
3.6171194973e+01,-6.1602768421e+00,0.0000000000e+00
3.6368851776e+01,-6.1602768421e+00,0.0000000000e+00
3.6566508579e+01,-6.1602768421e+00,0.0000000000e+00
3.6764165382e+01,-6.1602768421e+00,0.0000000000e+00
3.6961822186e+01,-6.1602768421e+00,0.0000000000e+00
3.7159478989e+01,-6.1602768421e+00,0.0000000000e+00
3.7357135792e+01,-6.1602768421e+00,0.0000000000e+00
3.7554792595e+01,-6.1602768421e+00,0.0000000000e+00
3.7752449398e+01,-6.1602768421e+00,0.0000000000e+00
3.7950106201e+01,-6.1602768421e+00,0.0000000000e+00
3.8147763004e+01,-6.1602768421e+00,0.0000000000e+00
3.8345419807e+01,-6.1602768421e+00,0.0000000000e+00
3.8543076611e+01,-6.1602768421e+00,0.0000000000e+00
3.8740733414e+01,-6.1602768421e+00,8.1000000000e+01
3.8938390217e+01,-6.1602768421e+00,1.2200000000e+02
3.9136047020e+01,-6.1602768421e+00,1.7600000000e+02
3.9333703823e+01,-6.1602768421e+00,6.5000000000e+01
3.9531360626e+01,-6.1602768421e+00,2.6500000000e+02
3.9729017429e+01,-6.1602768421e+00,1.3100000000e+02
3.9926674232e+01,-6.1602768421e+00,6.0400000000e+02
4.0124331036e+01,-6.1602768421e+00,9.4000000000e+01
4.0321987839e+01,-6.1602768421e+00,1.7200000000e+02
4.0519644642e+01,-6.1602768421e+00,4.8300000000e+02
4.0717301445e+01,-6.1602768421e+00,2.7300000000e+02
4.0914958248e+01,-6.1602768421e+00,5.9100000000e+02
4.1112615051e+01,-6.1602768421e+00,6.8600000000e+02
4.1310271854e+01,-6.1602768421e+00,5.6000000000e+02
4.1507928658e+01,-6.1602768421e+00,4.0200000000e+02
4.1705585461e+01,-6.1602768421e+00,1.2540000000e+03
4.1903242264e+01,-6.1602768421e+00,1.1610000000e+03
4.2100899067e+01,-6.1602768421e+00,1.8000000000e+03
4.2298555870e+01,-6.1602768421e+00,2.0530000000e+03
4.2496212673e+01,-6.1602768421e+00,2.2550000000e+03
4.2693869476e+01,-6.1602768421e+00,3.9490000000e+03
4.2891526279e+01,-6.1602768421e+00,6.2900000000e+03
4.3089183083e+01,-6.1602768421e+00,5.8960000000e+03
4.3286839886e+01,-6.1602768421e+00,7.7090000000e+03
4.3484496689e+01,-6.1602768421e+00,8.6070000000e+03
4.3682153492e+01,-6.1602768421e+00,8.5850000000e+03
4.3879810295e+01,-6.1602768421e+00,9.8570000000e+03
4.4077467098e+01,-6.1602768421e+00,1.5218000000e+04
4.4275123901e+01,-6.1602768421e+00,1.2565000000e+04
4.4472780704e+01,-6.1602768421e+00,1.5045000000e+04
4.4670437508e+01,-6.1602768421e+00,1.6687000000e+04
4.4868094311e+01,-6.1602768421e+00,2.4013000000e+04
4.5065751114e+01,-6.1602768421e+00,2.5877000000e+04
4.5263407917e+01,-6.1602768421e+00,2.7414000000e+04
4.5461064720e+01,-6.1602768421e+00,2.9775000000e+04
4.5658721523e+01,-6.1602768421e+00,3.0548000000e+04
4.5856378326e+01,-6.1602768421e+00,2.8841000000e+04
4.6054035130e+01,-6.1602768421e+00,3.0761000000e+04
4.6251691933e+01,-6.1602768421e+00,2.8358000000e+04
4.6449348736e+01,-6.1602768421e+00,3.3835000000e+04
4.6647005539e+01,-6.1602768421e+00,3.2608000000e+04
4.6844662342e+01,-6.1602768421e+00,2.9697000000e+04
4.7042319145e+01,-6.1602768421e+00,3.5009000000e+04
4.7239975948e+01,-6.1602768421e+00,3.6907000000e+04
4.7437632751e+01,-6.1602768421e+00,3.4609000000e+04
4.7635289555e+01,-6.1602768421e+00,3.6939000000e+04
4.7832946358e+01,-6.1602768421e+00,3.8315000000e+04
4.8030603161e+01,-6.1602768421e+00,4.1919000000e+04
4.8228259964e+01,-6.1602768421e+00,3.6444000000e+04
4.8425916767e+01,-6.1602768421e+00,3.7606000000e+04
4.8623573570e+01,-6.1602768421e+00,3.7753000000e+04
4.8821230373e+01,-6.1602768421e+00,3.7505000000e+04
4.9018887177e+01,-6.1602768421e+00,4.2420000000e+04
4.9216543980e+01,-6.1602768421e+00,4.1032000000e+04
4.9414200783e+01,-6.1602768421e+00,3.6741000000e+04
4.9611857586e+01,-6.1602768421e+00,3.8691000000e+04
4.9809514389e+01,-6.1602768421e+00,4.2756000000e+04
5.0007171192e+01,-6.1602768421e+00,4.5359000000e+04
5.0204827995e+01,-6.1602768421e+00,4.0929000000e+04
5.0402484798e+01,-6.1602768421e+00,3.9218000000e+04
5.0600141602e+01,-6.1602768421e+00,4.1639000000e+04
5.0797798405e+01,-6.1602768421e+00,4.2958000000e+04
5.0995455208e+01,-6.1602768421e+00,3.9284000000e+04
5.1193112011e+01,-6.1602768421e+00,4.0591000000e+04
5.1390768814e+01,-6.1602768421e+00,4.2067000000e+04
5.1588425617e+01,-6.1602768421e+00,4.5131000000e+04
5.1786082420e+01,-6.1602768421e+00,4.1131000000e+04
5.1983739223e+01,-6.1602768421e+00,3.8599000000e+04
5.2181396027e+01,-6.1602768421e+00,3.8855000000e+04
5.2379052830e+01,-6.1602768421e+00,3.6280000000e+04
5.2576709633e+01,-6.1602768421e+00,3.2020000000e+04
5.2774366436e+01,-6.1602768421e+00,3.0449000000e+04
5.2972023239e+01,-6.1602768421e+00,3.4472000000e+04
5.3169680042e+01,-6.1602768421e+00,2.9958000000e+04
5.3367336845e+01,-6.1602768421e+00,2.7249000000e+04
5.3564993649e+01,-6.1602768421e+00,2.6216000000e+04
5.3762650452e+01,-6.1602768421e+00,2.4072000000e+04
5.3960307255e+01,-6.1602768421e+00,2.1136000000e+04
5.4157964058e+01,-6.1602768421e+00,1.8750000000e+04
5.4355620861e+01,-6.1602768421e+00,2.0014000000e+04
5.4553277664e+01,-6.1602768421e+00,1.7653000000e+04
5.4750934467e+01,-6.1602768421e+00,1.6384000000e+04
5.4948591270e+01,-6.1602768421e+00,1.4283000000e+04
5.5146248074e+01,-6.1602768421e+00,1.3232000000e+04
5.5343904877e+01,-6.1602768421e+00,1.2324000000e+04
5.5541561680e+01,-6.1602768421e+00,1.0205000000e+04
5.5739218483e+01,-6.1602768421e+00,1.0032000000e+04
5.5936875286e+01,-6.1602768421e+00,9.1100000000e+03
5.6134532089e+01,-6.1602768421e+00,1.0438000000e+04
5.6332188892e+01,-6.1602768421e+00,6.3670000000e+03
5.6529845695e+01,-6.1602768421e+00,6.9520000000e+03
5.6727502499e+01,-6.1602768421e+00,6.9440000000e+03
5.6925159302e+01,-6.1602768421e+00,5.1970000000e+03
5.7122816105e+01,-6.1602768421e+00,3.2520000000e+03
5.7320472908e+01,-6.1602768421e+00,3.1060000000e+03
5.7518129711e+01,-6.1602768421e+00,3.3780000000e+03
5.7715786514e+01,-6.1602768421e+00,2.7370000000e+03
5.7913443317e+01,-6.1602768421e+00,1.6060000000e+03
5.8111100121e+01,-6.1602768421e+00,2.6890000000e+03
5.8308756924e+01,-6.1602768421e+00,1.6980000000e+03
5.8506413727e+01,-6.1602768421e+00,1.2920000000e+03
5.8704070530e+01,-6.1602768421e+00,1.9570000000e+03
5.8901727333e+01,-6.1602768421e+00,8.6500000000e+02
5.9099384136e+01,-6.1602768421e+00,4.9300000000e+02
0.0000000000e+00,-3.9910587502e+00,0.0000000000e+00
1.9765680313e-01,-3.9910587502e+00,0.0000000000e+00
3.9531360626e-01,-3.9910587502e+00,0.0000000000e+00
5.9297040939e-01,-3.9910587502e+00,0.0000000000e+00
7.9062721252e-01,-3.9910587502e+00,0.0000000000e+00
9.8828401566e-01,-3.9910587502e+00,0.0000000000e+00
1.1859408188e+00,-3.9910587502e+00,0.0000000000e+00
1.3835976219e+00,-3.9910587502e+00,0.0000000000e+00
1.5812544250e+00,-3.9910587502e+00,0.0000000000e+00
1.7789112282e+00,-3.9910587502e+00,0.0000000000e+00
1.9765680313e+00,-3.9910587502e+00,0.0000000000e+00
2.1742248344e+00,-3.9910587502e+00,0.0000000000e+00
2.3718816376e+00,-3.9910587502e+00,0.0000000000e+00
2.5695384407e+00,-3.9910587502e+00,0.0000000000e+00
2.7671952438e+00,-3.9910587502e+00,0.0000000000e+00
2.9648520470e+00,-3.9910587502e+00,0.0000000000e+00
3.1625088501e+00,-3.9910587502e+00,0.0000000000e+00
3.3601656532e+00,-3.9910587502e+00,0.0000000000e+00
3.5578224564e+00,-3.9910587502e+00,0.0000000000e+00
3.7554792595e+00,-3.9910587502e+00,0.0000000000e+00
3.9531360626e+00,-3.9910587502e+00,0.0000000000e+00
4.1507928658e+00,-3.9910587502e+00,0.0000000000e+00
4.3484496689e+00,-3.9910587502e+00,0.0000000000e+00
4.5461064720e+00,-3.9910587502e+00,0.0000000000e+00
4.7437632751e+00,-3.9910587502e+00,0.0000000000e+00
4.9414200783e+00,-3.9910587502e+00,0.0000000000e+00
5.1390768814e+00,-3.9910587502e+00,0.0000000000e+00
5.3367336845e+00,-3.9910587502e+00,0.0000000000e+00
5.5343904877e+00,-3.9910587502e+00,0.0000000000e+00
5.7320472908e+00,-3.9910587502e+00,0.0000000000e+00
5.9297040939e+00,-3.9910587502e+00,0.0000000000e+00
6.1273608971e+00,-3.9910587502e+00,0.0000000000e+00
6.3250177002e+00,-3.9910587502e+00,0.0000000000e+00
6.5226745033e+00,-3.9910587502e+00,0.0000000000e+00
6.7203313065e+00,-3.9910587502e+00,0.0000000000e+00
6.9179881096e+00,-3.9910587502e+00,0.0000000000e+00
7.1156449127e+00,-3.9910587502e+00,0.0000000000e+00
7.3133017159e+00,-3.9910587502e+00,0.0000000000e+00
7.5109585190e+00,-3.9910587502e+00,0.0000000000e+00
7.7086153221e+00,-3.9910587502e+00,6.7000000000e+01
7.9062721252e+00,-3.9910587502e+00,1.6800000000e+02
8.1039289284e+00,-3.9910587502e+00,0.0000000000e+00
8.3015857315e+00,-3.9910587502e+00,1.6500000000e+02
8.4992425346e+00,-3.9910587502e+00,1.0600000000e+02
8.6968993378e+00,-3.9910587502e+00,3.2700000000e+02
8.8945561409e+00,-3.9910587502e+00,4.6900000000e+02
9.0922129440e+00,-3.9910587502e+00,3.0200000000e+02
9.2898697472e+00,-3.9910587502e+00,4.9300000000e+02
9.4875265503e+00,-3.9910587502e+00,3.5000000000e+02
9.6851833534e+00,-3.9910587502e+00,6.1900000000e+02
9.8828401566e+00,-3.9910587502e+00,5.7100000000e+02
1.0080496960e+01,-3.9910587502e+00,3.0300000000e+02
1.0278153763e+01,-3.9910587502e+00,5.3000000000e+02
1.0475810566e+01,-3.9910587502e+00,5.9500000000e+02
1.0673467369e+01,-3.9910587502e+00,6.1800000000e+02
1.0871124172e+01,-3.9910587502e+00,3.9100000000e+02
1.1068780975e+01,-3.9910587502e+00,2.3000000000e+02
1.1266437778e+01,-3.9910587502e+00,2.6600000000e+02
1.1464094582e+01,-3.9910587502e+00,5.0100000000e+02
1.1661751385e+01,-3.9910587502e+00,4.5000000000e+02
1.1859408188e+01,-3.9910587502e+00,4.1000000000e+02
1.2057064991e+01,-3.9910587502e+00,1.3700000000e+02
1.2254721794e+01,-3.9910587502e+00,6.2300000000e+02
1.2452378597e+01,-3.9910587502e+00,2.1600000000e+02
1.2650035400e+01,-3.9910587502e+00,1.1900000000e+02
1.2847692204e+01,-3.9910587502e+00,4.2400000000e+02
1.3045349007e+01,-3.9910587502e+00,3.6000000000e+01
1.3243005810e+01,-3.9910587502e+00,5.6000000000e+01
1.3440662613e+01,-3.9910587502e+00,0.0000000000e+00
1.3638319416e+01,-3.9910587502e+00,0.0000000000e+00
1.3835976219e+01,-3.9910587502e+00,2.0000000000e+00
1.4033633022e+01,-3.9910587502e+00,6.1000000000e+01
1.4231289825e+01,-3.9910587502e+00,8.3000000000e+01
1.4428946629e+01,-3.9910587502e+00,0.0000000000e+00
1.4626603432e+01,-3.9910587502e+00,0.0000000000e+00
1.4824260235e+01,-3.9910587502e+00,0.0000000000e+00
1.5021917038e+01,-3.9910587502e+00,0.0000000000e+00
1.5219573841e+01,-3.9910587502e+00,0.0000000000e+00
1.5417230644e+01,-3.9910587502e+00,0.0000000000e+00
1.5614887447e+01,-3.9910587502e+00,0.0000000000e+00
