0.194271911663229, 2.678571428571445
4.252933057280892, 4.821428571428555
10.53502415458938, 10.714285714285666
12.854727398205608, 13.39285714285694
14.498102139406502, 16.071428571428555
15.658385093167706, 18.75
16.81884057971016, 21.964285714285722
17.689613526570053, 25.714285714285666
18.463768115942035, 29.464285714285666
19.335058661145634, 34.821428571428555
20.013112491373374, 40.178571428571445
20.788819875776408, 48.75
21.46808143547275, 57.85714285714289
22.245686680469294, 72.32142857142856
22.636300897170468, 85.17857142857139
23.027260179434105, 99.10714285714286
23.419254658385096, 116.25
24.110420979986205, 162.32142857142858
24.407177363699102, 183.75
24.711525189786062, 228.75
24.914423740510703, 258.75
25.114561766735687, 280.17857142857144
25.117667356797806, 289.82142857142856
25.12077294685992, 299.4642857142857
